seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
1,Sirpur,GENERAL,1,Koneru Konappa,M,63,GEN,BRS,82957,131,83088,50.57
1,Sirpur,GENERAL,2,Dr. Palvai Harish Babu,M,39,GEN,INC,58813,239,59052,35.94
1,Sirpur,GENERAL,3,Dr.Kottapelli Srinivas,M,47,GEN,BJP,6258,21,6279,3.82
1,Sirpur,GENERAL,4,Rraavi Srinwass,M,43,GEN,BSP,5377,2,5379,3.27
1,Sirpur,GENERAL,5,Tallapalli Thirupathi,M,30,SC,IND,4039,0,4039,2.46
1,Sirpur,GENERAL,6,None Of The Above,,,,NOTA,1577,2,1579,0.96
1,Sirpur,GENERAL,7,Dasari Venkatesh,M,38,GEN,IND,1079,0,1079,0.66
1,Sirpur,GENERAL,8,Chilakamma Edla,F,50,GEN,PPOI,1012,1,1013,0.62
1,Sirpur,GENERAL,9,Kudaka Kishore,M,27,SC,APOI,732,1,733,0.45
1,Sirpur,GENERAL,10,Ganta Pentanna,M,47,SC,IND,594,1,595,0.36
1,Sirpur,GENERAL,11,Jadi Dileep,M,38,SC,BMUP,512,0,512,0.31
1,Sirpur,GENERAL,12,Kota Venkanna,M,42,GEN,BLFP,509,2,511,0.31
1,Sirpur,GENERAL,13,Ramchander,M,48,SC,PRBP,429,0,429,0.26
2,Chennur,SC,1,Balka Suman,M,35,SC,BRS,71852,128,71980,53.06
2,Chennur,SC,2,Venkatesh Netha Borlakunta,M,42,SC,INC,43526,322,43848,32.32
2,Chennur,SC,3,Sogala Sanjeev,M,39,SC,RPI(KH),6274,0,6274,4.62
2,Chennur,SC,4,None Of The Above,,,,NOTA,2131,4,2135,1.57
2,Chennur,SC,5,Andugula Srinivas,M,46,SC,BJP,2002,24,2026,1.49
2,Chennur,SC,6,Damuka Suresh Babu,M,33,SC,IND,1492,0,1492,1.1
2,Chennur,SC,7,Bojja Ramana Kumari,F,39,SC,PPOI,1332,3,1335,0.98
2,Chennur,SC,8,Sujatha Surepally,F,49,SC,BSP,1196,4,1200,0.88
2,Chennur,SC,9,Rakesh Regunta,M,26,SC,NPRP,1034,1,1035,0.76
2,Chennur,SC,10,Boda Janardhan,M,59,SC,BLFP,981,2,983,0.72
2,Chennur,SC,11,Cheepelli Kiran,M,28,SC,IND,936,1,937,0.69
2,Chennur,SC,12,Thungapindi Ramesh,M,40,SC,RPI(A),830,0,830,0.61
2,Chennur,SC,13,Bojja Dasaratham,M,43,SC,IND,589,0,589,0.43
2,Chennur,SC,14,Neelam Surender,M,30,SC,NCP,516,0,516,0.38
2,Chennur,SC,15,Ramagiri Vikram Singh,M,31,SC,NIP,484,0,484,0.36
3,Bellampalli,SC,1,Durgam Chinnaiah,M,47,SC,BRS,54943,83,55026,43.16
3,Bellampalli,SC,2,Gaddam Vinod,M,62,SC,BSP,43557,193,43750,34.31
3,Bellampalli,SC,3,Kondagurla Veda Prakash,M,37,SC,IND,10684,0,10684,8.38
3,Bellampalli,SC,4,Gunda Mallesh,M,71,SC,CPI,3869,36,3905,3.06
3,Bellampalli,SC,5,Koyyala Emaji,M,43,SC,BJP,3009,22,3031,2.38
3,Bellampalli,SC,6,None Of The Above,,,,NOTA,2588,10,2598,2.04
3,Bellampalli,SC,7,Krishna Sabbani,M,56,SC,BLFP,1809,3,1812,1.42
3,Bellampalli,SC,8,Dagam Vishwanath,M,32,SC,IND,1798,3,1801,1.41
3,Bellampalli,SC,9,Durge Mahendar,M,36,SC,NPRP,1202,0,1202,0.94
3,Bellampalli,SC,10,Sakinala Narayana,M,50,SC,IND,1120,0,1120,0.88
3,Bellampalli,SC,11,Pagidi Venkati,M,55,SC,IND,721,0,721,0.57
3,Bellampalli,SC,12,Ambala Mahendar,M,47,SC,IND,706,0,706,0.55
3,Bellampalli,SC,13,Mittapalli Kumara Swamy,M,39,SC,NIP,695,0,695,0.55
3,Bellampalli,SC,14,Pagidi Rajender,M,30,SC,AAAP,450,0,450,0.35
4,Mancherial,GENERAL,1,Nadipelli Diwakar Rao,M,66,GEN,BRS,75075,285,75360,45.2
4,Mancherial,GENERAL,2,Kokkirala Premsagar Rao,M,58,GEN,INC,70008,504,70512,42.29
4,Mancherial,GENERAL,3,Raghunath Verabelli,M,46,GEN,BJP,4926,92,5018,3.01
4,Mancherial,GENERAL,4,Are Srinivas,M,28,GEN,BLFP,2165,25,2190,1.31
4,Mancherial,GENERAL,5,Bera Sathyanarayana,M,44,GEN,BSP,2113,61,2174,1.3
4,Mancherial,GENERAL,6,Naheempasha,M,27,GEN,IND,2121,2,2123,1.27
4,Mancherial,GENERAL,7,Challagulla Vijayasree,F,48,GEN,IND,1670,2,1672,1.0
4,Mancherial,GENERAL,8,Dommati Ravi Kumar,M,34,GEN,IND,1638,0,1638,0.98
4,Mancherial,GENERAL,9,None Of The Above,,,,NOTA,1378,16,1394,0.84
4,Mancherial,GENERAL,10,Cheerla Satyam,M,47,GEN,IND,1065,0,1065,0.64
4,Mancherial,GENERAL,11,Payyavula Laxminarayana,M,32,GEN,IND,717,0,717,0.43
4,Mancherial,GENERAL,12,Aggi Bheemaiah,M,54,GEN,PPOI,558,2,560,0.34
4,Mancherial,GENERAL,13,Rangu Mallesham,M,48,GEN,IND,468,0,468,0.28
4,Mancherial,GENERAL,14,Ajmeera Lal,M,42,GEN,IND,340,3,343,0.21
4,Mancherial,GENERAL,15,Rasamalla Kumar,M,38,GEN,IND,250,0,250,0.15
4,Mancherial,GENERAL,16,Alpula Bharathi,F,36,SC,IPBP,240,1,241,0.14
4,Mancherial,GENERAL,17,Kuakatla Thirupathi Yadav,M,37,GEN,SHS,229,0,229,0.14
4,Mancherial,GENERAL,18,Syed Afrath Ahmed,M,38,GEN,AAAP,200,1,201,0.12
4,Mancherial,GENERAL,19,Kamera Kranthi Kumar,M,29,SC,RPI(KH),158,0,158,0.09
4,Mancherial,GENERAL,20,Togari Banesh,M,44,SC,NIP,149,0,149,0.09
4,Mancherial,GENERAL,21,Medi Narsaiah,M,43,GEN,TELPRA,140,1,141,0.08
4,Mancherial,GENERAL,22,Mengani Venkataswamy,M,32,GEN,IND,119,2,121,0.07
5,Asifabad,ST,1,Athram Sakku,M,46,ST,INC,65563,225,65788,40.92
5,Asifabad,ST,2,Kova Laxmi,F,49,ST,BRS,65388,229,65617,40.81
5,Asifabad,ST,3,Azmera Athma Rao,M,33,ST,BJP,6661,50,6711,4.17
5,Asifabad,ST,4,Kotnaka Vijay Kumar,M,34,ST,TJS,6179,4,6183,3.85
5,Asifabad,ST,5,Ajmera Ramnaik,M,41,ST,BSP,3612,17,3629,2.26
5,Asifabad,ST,6,Ade Balaji,M,35,ST,BBKD,3038,1,3039,1.89
5,Asifabad,ST,7,Mukade Vishnu,M,34,ST,APOI,2972,0,2972,1.85
5,Asifabad,ST,8,None Of The Above,,,,NOTA,2711,4,2715,1.69
5,Asifabad,ST,9,Kursenga Vasanth Rao,M,59,ST,NPRP,1721,0,1721,1.07
5,Asifabad,ST,10,Banovath Jagan,M,38,ST,BRPPA,1233,7,1240,0.77
5,Asifabad,ST,11,Bhukya Indal Rao,M,30,ST,IND,1174,1,1175,0.73
6,Khanapur,ST,1,Ajmera Rekha,F,44,ST,BRS,66974,164,67138,44.12
6,Khanapur,ST,2,Ramesh Rathod,M,53,ST,INC,45928,500,46428,30.51
6,Khanapur,ST,3,Ashok Satla,M,37,ST,BJP,23656,123,23779,15.63
6,Khanapur,ST,4,Ajmeera Hari Naik,M,53,ST,BSP,3539,14,3553,2.34
6,Khanapur,ST,5,None Of The Above,,,,NOTA,2770,6,2776,1.82
6,Khanapur,ST,6,Thatra Bheem Rao,M,28,ST,TJS,2412,0,2412,1.59
6,Khanapur,ST,7,Nethawath Rajender,M,26,ST,IND,1436,0,1436,0.94
6,Khanapur,ST,8,Athram Bheem Rao,M,44,ST,PRBP,1251,0,1251,0.82
6,Khanapur,ST,9,Thodasam Bheemrao,M,37,ST,CPM,856,7,863,0.57
6,Khanapur,ST,10,Pendur Prabhakar,M,53,ST,IND,838,3,841,0.55
6,Khanapur,ST,11,Kursenga Anitha,F,42,ST,NPRP,685,0,685,0.45
6,Khanapur,ST,12,Todasam Nagorao,M,42,ST,PJDL,548,0,548,0.36
6,Khanapur,ST,13,Lavudya Sudhan Lal,M,33,ST,TGPJP,445,1,446,0.29
7,Adilabad,GENERAL,1,Jogu Ramanna,M,56,GEN,BRS,73585,465,74050,44.66
7,Adilabad,GENERAL,2,Payal Shanker,M,47,GEN,BJP,47154,290,47444,28.62
7,Adilabad,GENERAL,3,Gandrath Sujatha,F,46,GEN,INC,31622,578,32200,19.42
7,Adilabad,GENERAL,4,Kothapelly Narayana,M,46,GEN,RDHP,4124,1,4125,2.49
7,Adilabad,GENERAL,5,Eerla Satyanarayana,M,47,GEN,BSP,1346,6,1352,0.82
7,Adilabad,GENERAL,6,None Of The Above,,,,NOTA,1144,5,1149,0.69
7,Adilabad,GENERAL,7,Kastala Arun Kumar,M,36,GEN,IND,953,1,954,0.58
7,Adilabad,GENERAL,8,Annam Devendar,M,42,GEN,IND,838,0,838,0.51
7,Adilabad,GENERAL,9,Dattatri Elchala,M,33,GEN,NCP,658,1,659,0.4
7,Adilabad,GENERAL,10,Avula Yatheendra Nath Yadav,M,29,GEN,SHS,613,3,616,0.37
7,Adilabad,GENERAL,11,Dande Sandeep,M,28,SC,APOI,571,2,573,0.35
7,Adilabad,GENERAL,12,Thogari Ramulu,M,60,SC,IND,551,2,553,0.33
7,Adilabad,GENERAL,13,Y Sanjay Reddy,M,42,GEN,AAAP,489,1,490,0.3
7,Adilabad,GENERAL,14,Kamle Bhagavan,M,29,SC,NPRP,454,0,454,0.27
7,Adilabad,GENERAL,15,Pendur Manohar,M,32,ST,GGP,336,0,336,0.2
8,Boath,ST,1,Bapu Rao Rathod,M,56,ST,BRS,60967,158,61125,38.99
8,Boath,ST,2,Bapu Rao Soyam,M,50,ST,INC,54328,311,54639,34.85
8,Boath,ST,3,Anil Jadhav,M,44,ST,IND,27988,218,28206,17.99
8,Boath,ST,4,Madavi Raju,M,60,ST,BJP,4823,17,4840,3.09
8,Boath,ST,5,Gajender Aade,M,39,ST,BSP,2649,9,2658,1.7
8,Boath,ST,6,None Of The Above,,,,NOTA,2271,4,2275,1.45
8,Boath,ST,7,Kumram Koteshwar,M,39,ST,NCP,1909,6,1915,1.22
8,Boath,ST,8,Ram Chowhan,M,44,ST,IND,1104,0,1104,0.7
9,Nirmal,GENERAL,1,Allola Indrakaran Reddy,M,69,GEN,BRS,79482,503,79985,46.21
9,Nirmal,GENERAL,2,Alleti Maheshwar Reddy,M,49,GEN,INC,70021,693,70714,40.86
9,Nirmal,GENERAL,3,Aindla Swarna Reddy,F,44,GEN,BJP,16691,209,16900,9.76
9,Nirmal,GENERAL,4,Soudani Bhumanna Yadav,M,54,GEN,BSP,1842,3,1845,1.07
9,Nirmal,GENERAL,5,None Of The Above,,,,NOTA,1359,8,1367,0.79
9,Nirmal,GENERAL,6,Vadla Konda Aliveni,F,52,GEN,BLFP,766,3,769,0.44
9,Nirmal,GENERAL,7,Gumidyala Venkata Ramana,M,36,GEN,IND,745,0,745,0.43
9,Nirmal,GENERAL,8,Marripedda Balaraju,M,56,GEN,PJDL,390,0,390,0.23
9,Nirmal,GENERAL,9,Mukhram Ali Mohammad,M,49,GEN,AAAP,368,1,369,0.21
10,Mudhole,GENERAL,1,Gaddigari Vittal Reddy,M,58,GEN,BRS,83473,230,83703,45.68
10,Mudhole,GENERAL,2,Padakanti Ramadevi,F,56,GEN,BJP,40076,263,40339,22.01
10,Mudhole,GENERAL,3,Rama Rao Patel Pawar,M,64,GEN,INC,36212,184,36396,19.86
10,Mudhole,GENERAL,4,Bhosle Narayan Rao Patil,M,61,GEN,NCP,5991,10,6001,3.27
10,Mudhole,GENERAL,5,Armoor Narsimha Reddy,M,63,GEN,IND,5626,0,5626,3.07
10,Mudhole,GENERAL,6,Rathod Surekha,F,40,ST,BSP,3613,23,3636,1.98
10,Mudhole,GENERAL,7,None Of The Above,,,,NOTA,2265,1,2266,1.24
10,Mudhole,GENERAL,8,Chelimalwar Mahesh,M,33,GEN,IND,1543,0,1543,0.84
10,Mudhole,GENERAL,9,Vadnam Govindaraju,M,39,GEN,IND,1104,2,1106,0.6
10,Mudhole,GENERAL,10,Kamble Vittal,M,34,SC,IND,918,0,918,0.5
10,Mudhole,GENERAL,11,Sharath Surya Vamshi,M,33,GEN,IND,701,0,701,0.38
10,Mudhole,GENERAL,12,Odnala Gangadhar,M,34,GEN,PJDL,682,0,682,0.37
10,Mudhole,GENERAL,13,Panditrao Takbide,M,70,GEN,SHS,331,1,332,0.18
11,Armur,GENERAL,1,Ashannagari Jeevan Reddy,M,42,GEN,BRS,71894,231,72125,51.37
11,Armur,GENERAL,2,Akula Lalitha,F,51,GEN,INC,42762,568,43330,30.86
11,Armur,GENERAL,3,Vinay Kumar Reddy Prodduturi,M,44,GEN,BJP,19404,195,19599,13.96
11,Armur,GENERAL,4,Komirey Sudhakar,M,42,SC,BSP,1698,26,1724,1.23
11,Armur,GENERAL,5,None Of The Above,,,,NOTA,1650,7,1657,1.18
11,Armur,GENERAL,6,Sunke Srinivas,M,44,GEN,IND,728,0,728,0.52
11,Armur,GENERAL,7,Mastha Dayanand,M,61,SC,RPI(A),524,0,524,0.37
11,Armur,GENERAL,8,Sindukar Charan Kumar,M,28,GEN,ANC,387,1,388,0.28
11,Armur,GENERAL,9,Gunti Raja Gangaram,M,48,SC,IND,322,0,322,0.23
12,Bodhan,GENERAL,1,Shakil Aamir Mohammed,M,42,GEN,BRS,74682,213,74895,47.14
12,Bodhan,GENERAL,2,Sudarshan Reddy Podduturi,M,69,GEN,INC,66420,374,66794,42.04
12,Bodhan,GENERAL,3,Aljapur Srinivas,M,55,GEN,BJP,8381,53,8434,5.31
12,Bodhan,GENERAL,4,Gopi Kishan,M,34,GEN,SHS,2419,6,2425,1.53
12,Bodhan,GENERAL,5,None Of The Above,,,,NOTA,1859,3,1862,1.17
12,Bodhan,GENERAL,6,Singade Pandu,M,33,SC,BSP,1359,6,1365,0.86
12,Bodhan,GENERAL,7,Md.Nawaz Pasha,M,33,GEN,IND,796,0,796,0.5
12,Bodhan,GENERAL,8,Banja Veerappa,M,58,GEN,PPOI,677,0,677,0.43
12,Bodhan,GENERAL,9,Mohammed Sharjeel Parvez,M,44,GEN,IND,615,0,615,0.39
12,Bodhan,GENERAL,10,Banavath Jeevan Nayak,M,28,ST,BLFP,385,0,385,0.24
12,Bodhan,GENERAL,11,Gaddam Vikram Reddy,M,38,GEN,IND,342,2,344,0.22
12,Bodhan,GENERAL,12,M.D.Yousuf,M,49,GEN,SP,278,0,278,0.17
13,Jukkal,SC,1,Hanmanth Shinde,M,50,SC,BRS,77427,157,77584,51.2
13,Jukkal,SC,2,Gangaram Soudagar,M,65,SC,INC,41743,216,41959,27.69
13,Jukkal,SC,3,T. Aruna Thara,F,41,SC,BJP,18662,178,18840,12.43
13,Jukkal,SC,4,Karrolla Mohan,M,28,SC,IND,7727,0,7727,5.1
13,Jukkal,SC,5,None Of The Above,,,,NOTA,1975,1,1976,1.3
13,Jukkal,SC,6,Laxman,M,27,SC,BSP,1762,2,1764,1.16
13,Jukkal,SC,7,Bharath Waghmare,M,58,SC,BLFP,1102,0,1102,0.73
13,Jukkal,SC,8,G. Srinivas,M,35,SC,IPBP,570,0,570,0.38
14,Banswada,GENERAL,1,Pocharam Srinivas Reddy (Parige),M,66,GEN,BRS,77742,201,77943,53.46
14,Banswada,GENERAL,2,Kasula Balaraju,M,58,GEN,INC,59045,413,59458,40.78
14,Banswada,GENERAL,3,Prakash Naidu,M,57,SC,BJP,2960,38,2998,2.06
14,Banswada,GENERAL,4,Kondani Anjaiah,M,35,GEN,PPOI,2408,1,2409,1.65
14,Banswada,GENERAL,5,None Of The Above,,,,NOTA,1549,6,1555,1.07
14,Banswada,GENERAL,6,Dr.Bheem Rao Gaikwad,M,58,SC,BSP,865,6,871,0.6
14,Banswada,GENERAL,7,M Ramesh,M,55,GEN,IND,563,0,563,0.39
15,Yellareddy,GENERAL,1,Jajala Surender,M,45,GEN,INC,91040,470,91510,54.31
15,Yellareddy,GENERAL,2,Eanugu Ravinder Reddy,M,53,GEN,BRS,56281,81,56362,33.45
15,Yellareddy,GENERAL,3,Talari Balaraju,M,38,SC,IND,9684,0,9684,5.75
15,Yellareddy,GENERAL,4,Banala Laxma Reddy,M,46,GEN,BJP,6321,36,6357,3.77
15,Yellareddy,GENERAL,5,None Of The Above,,,,NOTA,2217,1,2218,1.32
15,Yellareddy,GENERAL,6,Fazal Rahman,M,62,GEN,IND,947,0,947,0.56
15,Yellareddy,GENERAL,7,Yellanna Yadav Pedda Golla,M,39,GEN,SP,537,0,537,0.32
15,Yellareddy,GENERAL,8,Vaadikari Balvanth Rao,M,27,GEN,NVSP,490,0,490,0.29
15,Yellareddy,GENERAL,9,Kappa Sathyam Sidharth Raj,M,41,SC,BLFP,376,0,376,0.22
16,Kamareddy,GENERAL,1,Gampa Govardhan,M,54,GEN,BRS,67961,206,68167,42.02
16,Kamareddy,GENERAL,2,Mohd. Ali Shabbir,M,61,GEN,INC,63068,542,63610,39.21
16,Kamareddy,GENERAL,3,Katipally Venkata Ramana Reddy,M,49,GEN,BJP,15101,338,15439,9.52
16,Kamareddy,GENERAL,4,Govardan M,M,70,GEN,SMFB,10537,0,10537,6.5
16,Kamareddy,GENERAL,5,None Of The Above,,,,NOTA,1466,5,1471,0.91
16,Kamareddy,GENERAL,6,Kothapalli Mallaiah,M,62,SC,BSP,782,9,791,0.49
16,Kamareddy,GENERAL,7,Putta Mallikarjun,M,44,GEN,BLFP,697,2,699,0.43
16,Kamareddy,GENERAL,8,Arrola Naveen,M,28,GEN,IND,601,0,601,0.37
16,Kamareddy,GENERAL,9,Dudugu Pandurangam,M,37,GEN,AAAP,561,1,562,0.35
16,Kamareddy,GENERAL,10,K Kishan,M,42,GEN,IND,351,0,351,0.22
17,Nizamabad (Urban),GENERAL,1,Bigala Ganesh,M,49,GEN,BRS,71397,499,71896,47.53
17,Nizamabad (Urban),GENERAL,2,Taher Bin Hamdan,M,65,GEN,INC,45342,713,46055,30.44
17,Nizamabad (Urban),GENERAL,3,Laxmi Narayana Yendala,M,54,GEN,BJP,23703,489,24192,15.99
17,Nizamabad (Urban),GENERAL,4,Ratnakar Narala,M,44,GEN,AIFB,2800,27,2827,1.87
17,Nizamabad (Urban),GENERAL,5,Ramesh Rashamallu,M,40,GEN,BSP,1526,20,1546,1.02
17,Nizamabad (Urban),GENERAL,6,None Of The Above,,,,NOTA,847,8,855,0.57
17,Nizamabad (Urban),GENERAL,7,K.V.Laxma Reddy,M,50,GEN,IND,753,1,754,0.5
17,Nizamabad (Urban),GENERAL,8,Balla Srinivas,M,28,GEN,IND,624,1,625,0.41
17,Nizamabad (Urban),GENERAL,9,Prashanthi G.,F,29,SC,IND,512,0,512,0.34
17,Nizamabad (Urban),GENERAL,10,Mohammed Sirajuddin,M,59,GEN,AAAP,437,14,451,0.3
17,Nizamabad (Urban),GENERAL,11,Mohammed Khaja Moinuddin,M,60,GEN,IND,304,0,304,0.2
17,Nizamabad (Urban),GENERAL,12,Padakanti Ramu,M,34,GEN,IND,197,1,198,0.13
17,Nizamabad (Urban),GENERAL,13,Abdul Raheem,M,33,GEN,SP,175,0,175,0.12
17,Nizamabad (Urban),GENERAL,14,M. Pradeep,M,31,GEN,IND,146,0,146,0.1
17,Nizamabad (Urban),GENERAL,15,H.M.Ismail Mohammed,M,56,GEN,BLFP,135,0,135,0.09
17,Nizamabad (Urban),GENERAL,16,Puppala Ravindhar,M,43,GEN,IND,108,0,108,0.07
17,Nizamabad (Urban),GENERAL,17,Syed Mujeebuddin,M,54,GEN,ANC,103,0,103,0.07
17,Nizamabad (Urban),GENERAL,18,G Shankar,M,72,GEN,IND,93,0,93,0.06
17,Nizamabad (Urban),GENERAL,19,Vojja Ramesh,M,35,GEN,PPOI,90,0,90,0.06
17,Nizamabad (Urban),GENERAL,20,Manchirala Raghunath,M,37,GEN,TGPJP,80,0,80,0.05
17,Nizamabad (Urban),GENERAL,21,Shiva Prasad Mahajan,M,44,GEN,IND,77,0,77,0.05
17,Nizamabad (Urban),GENERAL,22,Syed Khaiser,M,44,GEN,IND,57,0,57,0.04
18,Nizamabad (Rural),GENERAL,1,Baji Reddy Goverdhan,M,63,GEN,BRS,87766,210,87976,50.86
18,Nizamabad (Rural),GENERAL,2,Rekulapally Bhoopathi Reddy,M,54,GEN,INC,57911,419,58330,33.72
18,Nizamabad (Rural),GENERAL,3,Anand Reddy Gaddam,M,60,GEN,BJP,16366,101,16467,9.52
18,Nizamabad (Rural),GENERAL,4,None Of The Above,,,,NOTA,2199,4,2203,1.27
18,Nizamabad (Rural),GENERAL,5,Kasala Srinivas,M,34,GEN,PPOI,1652,0,1652,0.96
18,Nizamabad (Rural),GENERAL,6,Gugloth Balaraju,M,34,ST,ALLJP,1199,0,1199,0.69
18,Nizamabad (Rural),GENERAL,7,Baisa Ramadasu,M,64,GEN,IND,1121,0,1121,0.65
18,Nizamabad (Rural),GENERAL,8,Dhammareddy Pradeep Reddy,M,33,GEN,IND,1058,0,1058,0.61
18,Nizamabad (Rural),GENERAL,9,Bb Nayak,M,43,ST,IND,997,0,997,0.58
18,Nizamabad (Rural),GENERAL,10,Malavath Vithal,M,36,GEN,NCP,991,0,991,0.57
18,Nizamabad (Rural),GENERAL,11,Noorjahan,F,35,GEN,BLFP,373,1,374,0.22
18,Nizamabad (Rural),GENERAL,12,Gangadhar Macha,M,35,GEN,IND,301,0,301,0.17
18,Nizamabad (Rural),GENERAL,13,Malle Manoj,M,30,SC,IPBP,300,0,300,0.17
19,Balkonda,GENERAL,1,Vemula Prashanth Reddy,M,50,GEN,BRS,73538,124,73662,47.57
19,Balkonda,GENERAL,2,Sunil Kumar Muthyala,M,41,GEN,BSP,41079,175,41254,26.64
19,Balkonda,GENERAL,3,Anil Kumar Eravatri,M,45,GEN,INC,30135,298,30433,19.65
19,Balkonda,GENERAL,4,Ruyyadi Rajeshwar,M,47,GEN,BJP,3057,40,3097,2.0
19,Balkonda,GENERAL,5,None Of The Above,,,,NOTA,1885,1,1886,1.22
19,Balkonda,GENERAL,6,Gunti Benarji,M,26,SC,IND,1171,0,1171,0.76
19,Balkonda,GENERAL,7,Abdul Nayeem,M,48,GEN,IND,1026,0,1026,0.66
19,Balkonda,GENERAL,8,Yeligeti Madhukar,M,35,GEN,BLFP,859,0,859,0.55
19,Balkonda,GENERAL,9,Bingiwar Ravi,M,38,GEN,TPS,851,1,852,0.55
19,Balkonda,GENERAL,10,Suddapally Sudhakar,M,45,SC,IND,611,0,611,0.39
20,Koratla,GENERAL,1,Kalvakuntla Vidyasagar Rao,M,65,GEN,BRS,84508,97,84605,51.63
20,Koratla,GENERAL,2,Juvvadi Narsinga Rao,M,56,GEN,INC,53063,322,53385,32.58
20,Koratla,GENERAL,3,Dr. J N Venkat,M,49,GEN,BJP,15864,182,16046,9.79
20,Koratla,GENERAL,4,Md. Rasheed Khan,M,53,GEN,SP,3540,0,3540,2.16
20,Koratla,GENERAL,5,None Of The Above,,,,NOTA,2425,1,2426,1.48
20,Koratla,GENERAL,6,Puppala Limbadri,M,43,GEN,BSP,939,0,939,0.57
20,Koratla,GENERAL,7,Maddenapelli Ramulu,M,46,GEN,IND,892,0,892,0.54
20,Koratla,GENERAL,8,Vemulaa Vikram Reddy,M,26,GEN,IND,601,0,601,0.37
20,Koratla,GENERAL,9,Dayya Raghu Veer,M,26,SC,BMUP,487,2,489,0.3
20,Koratla,GENERAL,10,Raj Pal Erra,M,39,GEN,BRS,290,0,290,0.18
20,Koratla,GENERAL,11,Jagilam Ramesh,M,48,GEN,IND,259,0,259,0.16
20,Koratla,GENERAL,12,Gannarapu Bhoomaiah,M,55,GEN,IND,205,0,205,0.13
20,Koratla,GENERAL,13,Akula Hanmandlu,M,45,GEN,IND,189,0,189,0.12
21,Jagtial,GENERAL,1,M.Sanjay Kumar,M,56,GEN,BRS,103771,476,104247,65.27
21,Jagtial,GENERAL,2,Thatiparthi Jeevan Reddy,M,67,GEN,INC,42577,485,43062,26.96
21,Jagtial,GENERAL,3,Ravinder Reddy Muduganti,M,54,GEN,BJP,4767,50,4817,3.02
21,Jagtial,GENERAL,4,None Of The Above,,,,NOTA,1703,7,1710,1.07
21,Jagtial,GENERAL,5,Vadlamani Sathyanarayana Murthy,M,60,GEN,PPOI,1640,0,1640,1.03
21,Jagtial,GENERAL,6,Kaithi Shankar,M,41,SC,BSP,1269,7,1276,0.8
21,Jagtial,GENERAL,7,Kurmachala Uma Mahesh,M,30,GEN,AIFB,759,1,760,0.48
21,Jagtial,GENERAL,8,Sirikonda Ravi Shankar,M,35,GEN,IND,592,1,593,0.37
21,Jagtial,GENERAL,9,Induri Sulochana,F,43,GEN,BLFP,486,0,486,0.3
21,Jagtial,GENERAL,10,Sabbu Jagan,M,35,GEN,IND,413,0,413,0.26
21,Jagtial,GENERAL,11,Akula Srikanth Kumar,M,33,GEN,IND,363,1,364,0.23
21,Jagtial,GENERAL,12,Vemula Karnakar Reddy,M,28,GEN,IND,352,0,352,0.22
22,Dharmapuri,SC,1,Eshwar Koppula,M,58,SC,BRS,70462,117,70579,42.58
22,Dharmapuri,SC,2,Adluri Laxman Kumar,M,52,SC,INC,69871,267,70138,42.32
22,Dharmapuri,SC,3,Kuntala Narsaiah,M,41,SC,IND,13114,0,13114,7.91
22,Dharmapuri,SC,4,Kannam Anjaiah,M,43,SC,BJP,5256,16,5272,3.18
22,Dharmapuri,SC,5,None Of The Above,,,,NOTA,2597,3,2600,1.57
22,Dharmapuri,SC,6,Buradagunta Sangha Mithra,F,31,SC,IND,1259,0,1259,0.76
22,Dharmapuri,SC,7,Thadagonda Nagaraju,M,36,SC,BSP,1060,3,1063,0.64
22,Dharmapuri,SC,8,Sathpadi Pranay Kumar,M,25,SC,JASWP,535,0,535,0.32
22,Dharmapuri,SC,9,Maddela Ravindar,M,45,SC,BLFP,302,0,302,0.18
22,Dharmapuri,SC,10,Mothe Naresh,M,27,SC,NIP,300,0,300,0.18
22,Dharmapuri,SC,11,Sandrugu Vijaya Kumar,M,53,SC,IPBP,294,0,294,0.18
22,Dharmapuri,SC,12,Duda Mahipal,M,27,SC,NBP,291,0,291,0.18
23,Ramagundam,GENERAL,1,Korukanti Chandar Patel,M,45,GEN,AIFB,61184,216,61400,45.1
23,Ramagundam,GENERAL,2,Somarapu Satyanarayana,M,70,GEN,BRS,34852,129,34981,25.69
23,Ramagundam,GENERAL,3,Makkan Singh Raj Thakur,M,47,GEN,INC,27092,89,27181,19.97
23,Ramagundam,GENERAL,4,Venkatesh Muthyalu,M,27,GEN,SMFB,3531,0,3531,2.59
23,Ramagundam,GENERAL,5,Merugu Shankar,M,56,GEN,BSP,1790,7,1797,1.32
23,Ramagundam,GENERAL,6,Vanitha Balmuri,F,48,GEN,BJP,1539,14,1553,1.14
23,Ramagundam,GENERAL,7,None Of The Above,,,,NOTA,1078,0,1078,0.79
23,Ramagundam,GENERAL,8,Lanka Abhishek,M,31,GEN,IND,826,0,826,0.61
23,Ramagundam,GENERAL,9,Marka Venkat Goud,M,40,GEN,IND,622,0,622,0.46
23,Ramagundam,GENERAL,10,Burra Thirupathi,M,44,GEN,CPM,542,1,543,0.4
23,Ramagundam,GENERAL,11,Kamani Saroja,F,57,GEN,PPOI,499,0,499,0.37
23,Ramagundam,GENERAL,12,Kammagiri Keshaiah,M,55,SC,IND,465,0,465,0.34
