seat_no,seat,reservation,rank,candidate,sex,age,category,party,votes_general,votes_postal,votes_total,pct
35,Narayankhed,GENERAL,14,B. Nageswar,MALE,27,SC,IND,381,0,381,0.2
35,Narayankhed,GENERAL,15,Bhutipil Narsimlu,MALE,47,SC,BARESP,340,0,340,0.18
35,Narayankhed,GENERAL,16,P. Narsa Reddy,MALE,58,GENERAL,IND,154,3,157,0.08
35,Narayankhed,GENERAL,17,K. Ramesh Nayak,MALE,28,ST,NRCP,148,0,148,0.08
35,Narayankhed,GENERAL,18,Alige Jeevan,MALE,33,SC,DHRMSMJP,137,0,137,0.07
35,Narayankhed,GENERAL,19,Chouhan Ankosh,MALE,31,ST,JJSP,126,1,127,0.07
36,Andole,SC,1,C. Damodar Rajanarsimha,MALE,64,SC,INC,113104,1043,114147,53.65
36,Andole,SC,2,Chanti Kranthi Kiran,MALE,47,SC,BRS,85677,277,85954,40.4
36,Andole,SC,3,Babu Mohan Palli,MALE,71,SC,BJP,5462,62,5524,2.6
36,Andole,SC,4,Ramesh. Begari,MALE,29,SC,IND,1253,1,1254,0.59
36,Andole,SC,5,Nadiminti Krishna,MALE,50,SC,IND,850,1,851,0.4
36,Andole,SC,6,Begari Amos,MALE,25,SC,IND,810,1,811,0.38
36,Andole,SC,7,Vatnagari Davidu,MALE,40,SC,IND,810,0,810,0.38
36,Andole,SC,8,Mupparam Prakasham,MALE,46,SC,BSP,757,5,762,0.36
36,Andole,SC,9,Nota,,,,NOTA,546,2,548,0.26
36,Andole,SC,10,V Siva Kumar,MALE,36,SC,IND,527,0,527,0.25
36,Andole,SC,11,Begari Ashok,MALE,34,SC,YGATLSIP,304,0,304,0.14
36,Andole,SC,12,Girukhabhavi Surekha,FEMALE,37,SC,IND,254,0,254,0.12
36,Andole,SC,13,Pottigalla Mohan,MALE,42,SC,IND,242,1,243,0.11
36,Andole,SC,14,N. Kranthi Kumar,MALE,31,SC,IND,178,1,179,0.08
36,Andole,SC,15,Krishna Pump,MALE,47,SC,IND,128,6,134,0.06
36,Andole,SC,16,Gummadi Laxman (john),MALE,28,SC,BMUP,129,0,129,0.06
36,Andole,SC,17,Devadas. Yerraram.,MALE,31,SC,BCYP,111,1,112,0.05
36,Andole,SC,18,P.kranthi Kumar,MALE,31,SC,IND,104,5,109,0.05
36,Andole,SC,19,Pavan Kasala,MALE,33,SC,IPBP,98,0,98,0.05
37,Narsapur,GENERAL,1,Vakiti Sunitha Laxma Reddy,FEMALE,55,GENERAL,BRS,88104,306,88410,44.64
37,Narsapur,GENERAL,2,Aavula Raji Reddy,MALE,52,GENERAL,INC,78957,598,79555,40.17
37,Narsapur,GENERAL,3,Arra Golla Murlidhar Yadav,MALE,65,GENERAL,BJP,22713,152,22865,11.54
37,Narsapur,GENERAL,4,Nota,,,,NOTA,1383,3,1386,0.7
37,Narsapur,GENERAL,5,Chekurthi Laxma Reddy,MALE,43,GENERAL,IND,1097,1,1098,0.55
37,Narsapur,GENERAL,6,K Narsimhulu,MALE,59,ST,BSP,1085,5,1090,0.55
37,Narsapur,GENERAL,7,Pillutla Lakshmi,FEMALE,38,GENERAL,IND,848,2,850,0.43
37,Narsapur,GENERAL,8,Bidimatta Laxmi,FEMALE,38,GENERAL,IND,751,0,751,0.38
37,Narsapur,GENERAL,9,Dodla Narayan Reddy,MALE,41,GENERAL,IND,695,0,695,0.35
37,Narsapur,GENERAL,10,Agamaiah Gourigari,MALE,50,GENERAL,BCYP,603,1,604,0.3
37,Narsapur,GENERAL,11,E. Madhavi,FEMALE,38,GENERAL,IND,559,0,559,0.28
37,Narsapur,GENERAL,12,Janapati Narsimlu,MALE,26,GENERAL,IPBP,198,1,199,0.1
38,Zahirabad,SC,1,Koninty Manik Rao,MALE,68,SC,BRS,96913,292,97205,46.49
38,Zahirabad,SC,2,A.chandrasekhar,MALE,64,SC,INC,83620,795,84415,40.37
38,Zahirabad,SC,3,Ramchander Rajanarsimha Cilarapu,MALE,54,SC,BJP,13454,191,13645,6.53
38,Zahirabad,SC,4,Jangam Gopi,MALE,55,SC,BSP,5214,37,5251,2.51
38,Zahirabad,SC,5,Digwal Ramesh,MALE,41,SC,IND,1630,0,1630,0.78
38,Zahirabad,SC,6,Narsimulu,MALE,44,SC,AODRP,1174,0,1174,0.56
38,Zahirabad,SC,7,Praveen,MALE,37,SC,IND,1135,0,1135,0.54
38,Zahirabad,SC,8,Ramulu Huggelly,MALE,34,SC,IND,665,3,668,0.32
38,Zahirabad,SC,9,Nota,,,,NOTA,611,2,613,0.29
38,Zahirabad,SC,10,K. Gundamma,FEMALE,38,SC,IND,511,0,511,0.24
38,Zahirabad,SC,11,Mogudam Pally Ashappa,MALE,38,SC,IND,497,0,497,0.24
38,Zahirabad,SC,12,Ch. Ruben,MALE,31,SC,PRJVLGUP,494,0,494,0.24
38,Zahirabad,SC,13,Ullas,MALE,30,SC,IND,317,0,317,0.15
38,Zahirabad,SC,14,Ramesh,MALE,36,SC,TPSP,226,0,226,0.11
38,Zahirabad,SC,15,Navodaya Sidhu,MALE,36,SC,VTRP,190,0,190,0.09
38,Zahirabad,SC,16,Myatri Mahendar,MALE,37,SC,DHRMSMJP,186,0,186,0.09
38,Zahirabad,SC,17,B Chandrakanth,MALE,36,SC,BMUP,183,0,183,0.09
38,Zahirabad,SC,18,Marri Durgesh,MALE,40,SC,RPI,179,1,180,0.09
38,Zahirabad,SC,19,Kishan,MALE,44,SC,BHRTSWDCNG,151,0,151,0.07
38,Zahirabad,SC,20,Shivashankar,MALE,30,SC,IND,137,0,137,0.07
38,Zahirabad,SC,21,Mark Babu,MALE,38,SC,IPBP,109,5,114,0.05
38,Zahirabad,SC,22,Srinivas,MALE,37,SC,IND,85,0,85,0.04
38,Zahirabad,SC,23,Hemanand Tabla,MALE,32,SC,IND,82,0,82,0.04
39,Sangareddy,GENERAL,1,Chinta Prabhakar,MALE,63,GENERAL,BRS,82614,498,83112,44.32
39,Sangareddy,GENERAL,2,T. Jayaprakash Reddy,MALE,57,GENERAL,INC,73317,1578,74895,39.94
39,Sangareddy,GENERAL,3,Pulimamidi Raju,MALE,43,GENERAL,BJP,20509,412,20921,11.16
39,Sangareddy,GENERAL,4,Dodla. Venkat,MALE,37,GENERAL,TPSP,2094,0,2094,1.12
39,Sangareddy,GENERAL,5,Kyasaram Pravin Kumar,MALE,44,GENERAL,BSP,1035,16,1051,0.56
39,Sangareddy,GENERAL,6,Nota,,,,NOTA,804,7,811,0.43
39,Sangareddy,GENERAL,7,Kolkur Pratap,MALE,44,GENERAL,IND,447,0,447,0.24
39,Sangareddy,GENERAL,8,Neeradi Narsimulu,MALE,33,SC,IND,375,0,375,0.2
39,Sangareddy,GENERAL,9,Kiran Rathod,MALE,30,ST,IND,364,0,364,0.19
39,Sangareddy,GENERAL,10,Bangaru. Krishna,MALE,37,SC,IND,363,1,364,0.19
39,Sangareddy,GENERAL,11,Patlolla Santosh Reddy,MALE,36,GENERAL,IND,309,2,311,0.17
39,Sangareddy,GENERAL,12,Sathyanarayana Nagusanpalli,MALE,37,GENERAL,IND,266,0,266,0.14
39,Sangareddy,GENERAL,13,Satyanarayana Goud Kovuri,MALE,38,GENERAL,BCYP,252,0,252,0.13
39,Sangareddy,GENERAL,14,Posanpally Bapu Reddy,MALE,50,GENERAL,IND,250,2,252,0.13
39,Sangareddy,GENERAL,15,G. Harikanth Reddy,MALE,30,GENERAL,IND,249,0,249,0.13
39,Sangareddy,GENERAL,16,Mohammed Jaweed,MALE,35,GENERAL,DJHP,226,0,226,0.12
39,Sangareddy,GENERAL,17,Chandramohan,MALE,44,GENERAL,TECPI,218,0,218,0.12
39,Sangareddy,GENERAL,18,Sheker Palpanoori,MALE,40,SC,BMUP,170,4,174,0.09
39,Sangareddy,GENERAL,19,Thummalapally Pruthviraj,MALE,54,GENERAL,IND,157,0,157,0.08
39,Sangareddy,GENERAL,20,V. Venkat Reddy,MALE,34,GENERAL,IND,134,0,134,0.07
39,Sangareddy,GENERAL,21,Mede Gopal,MALE,37,SC,IND,123,1,124,0.07
39,Sangareddy,GENERAL,22,Ramesh Yadav,MALE,37,GENERAL,IND,119,2,121,0.06
39,Sangareddy,GENERAL,23,D. Srinivas,MALE,41,SC,DHRMSMJP,116,0,116,0.06
39,Sangareddy,GENERAL,24,Narsimlu Thota,MALE,54,SC,IPBP,110,0,110,0.06
39,Sangareddy,GENERAL,25,Satkula. Anjaneyulu,MALE,41,GENERAL,IND,97,1,98,0.05
39,Sangareddy,GENERAL,26,Police Ramchander,MALE,50,SC,AIMEP,69,0,69,0.04
39,Sangareddy,GENERAL,27,Regoti Sharath Kumar,MALE,30,GENERAL,VTRP,66,1,67,0.04
39,Sangareddy,GENERAL,28,Mohamed Saheb Jani,MALE,57,GENERAL,IND,67,0,67,0.04
39,Sangareddy,GENERAL,29,Methri Manohar,MALE,54,SC,BARESP,59,2,61,0.03
40,Patancheru,GENERAL,1,Gudem Mahipal Reddy,MALE,60,GENERAL,BRS,105166,221,105387,38.06
40,Patancheru,GENERAL,2,Kata Srinivas Goud,MALE,42,GENERAL,INC,97738,558,98296,35.5
40,Patancheru,GENERAL,3,Neelam Madhu,MALE,40,GENERAL,BSP,46059,103,46162,16.67
40,Patancheru,GENERAL,4,Nandeeshwar Goud Thouti,MALE,61,GENERAL,BJP,19872,91,19963,7.21
40,Patancheru,GENERAL,5,Nota,,,,NOTA,2657,6,2663,0.96
40,Patancheru,GENERAL,6,Jonnalagadda Mallikarjuna Rao,MALE,59,GENERAL,CPI(M),1153,5,1158,0.42
40,Patancheru,GENERAL,7,Karra Danaiah,MALE,54,SC,MCPI,678,0,678,0.24
40,Patancheru,GENERAL,8,M. Ramulu,MALE,42,GENERAL,IND,573,1,574,0.21
40,Patancheru,GENERAL,9,Khader Mohiuddin,MALE,66,GENERAL,IND,408,1,409,0.15
40,Patancheru,GENERAL,10,Devaiah Paladi,MALE,52,SC,SUCI,394,0,394,0.14
40,Patancheru,GENERAL,11,Penmets Madhavi Latha,FEMALE,42,GENERAL,IND,315,0,315,0.11
40,Patancheru,GENERAL,12,Kathyayani Kumbha,FEMALE,28,GENERAL,IND,250,0,250,0.09
40,Patancheru,GENERAL,13,Anangalla Ramulu,MALE,35,SC,RSHTSMNYPP,212,0,212,0.08
40,Patancheru,GENERAL,14,Ganapuram Venu Gopal,MALE,31,GENERAL,IND,149,0,149,0.05
40,Patancheru,GENERAL,15,T. Padma Rao,MALE,40,SC,IPBP,99,1,100,0.04
40,Patancheru,GENERAL,16,Lakshman Annela,MALE,39,SC,DHRMSMJP,86,1,87,0.03
40,Patancheru,GENERAL,17,Bandaru Govardhana Suryanarayana,MALE,58,GENERAL,BCYP,84,0,84,0.03
41,Dubbak,GENERAL,1,Kotta Prabhakar Reddy,MALE,60,GENERAL,BRS,97451,428,97879,56.01
41,Dubbak,GENERAL,2,Madhavaneni Raghunandan Rao,MALE,58,GENERAL,BJP,43744,622,44366,25.39
41,Dubbak,GENERAL,3,Cheruku Srinivas Reddy,MALE,52,GENERAL,INC,24947,288,25235,14.44
41,Dubbak,GENERAL,4,Nota,,,,NOTA,2261,8,2269,1.3
41,Dubbak,GENERAL,5,Salkam Mallesh Yadav,MALE,46,GENERAL,BSP,1197,16,1213,0.69
41,Dubbak,GENERAL,6,Mahammad Umar,MALE,38,GENERAL,IND,1192,4,1196,0.68
41,Dubbak,GENERAL,7,Palleturu Prasad,MALE,33,SC,IND,626,8,634,0.36
41,Dubbak,GENERAL,8,Vijay Kumar Gollapally,MALE,29,GENERAL,ABDP,600,6,606,0.35
41,Dubbak,GENERAL,9,Gondhi Bhujangam Patel,MALE,63,GENERAL,IND,580,3,583,0.33
41,Dubbak,GENERAL,10,Vemula Venkata Prasanna,FEMALE,28,SC,DHRMSMJP,468,4,472,0.27
41,Dubbak,GENERAL,11,Dutpala Naresh,MALE,36,GENERAL,PEP,200,5,205,0.12
41,Dubbak,GENERAL,12,Gouti Mallesh,MALE,43,GENERAL,RSHTSMNYPP,104,3,107,0.06
42,Gajwel,GENERAL,1,Kalvakuntla Chandrashekar Rao,MALE,69,GENERAL,BRS,111244,440,111684,48.05
42,Gajwel,GENERAL,2,Eatala Rajender,MALE,59,GENERAL,BJP,65961,692,66653,28.68
42,Gajwel,GENERAL,3,Thoomkunta Narsa Reddy,MALE,60,GENERAL,INC,32322,246,32568,14.01
42,Gajwel,GENERAL,4,Jakkani Sanjay Kumar,MALE,27,GENERAL,BSP,2710,33,2743,1.18
42,Gajwel,GENERAL,5,Mekala Raghuma Reddy,MALE,39,GENERAL,YGATLSIP,2230,2,2232,0.96
42,Gajwel,GENERAL,6,Kinnera Yadaiah,MALE,38,SC,IND,1995,3,1998,0.86
42,Gajwel,GENERAL,7,Nirudi Swamy,MALE,37,SC,IND,1399,1,1400,0.6
42,Gajwel,GENERAL,8,R. Nikhil,MALE,27,GENERAL,IND,1371,0,1371,0.59
42,Gajwel,GENERAL,9,Poreddy Venugopal,MALE,31,GENERAL,ABDP,1279,2,1281,0.55
42,Gajwel,GENERAL,10,V. Sadananda Reddy,MALE,58,GENERAL,PEOPRTCP,1049,0,1049,0.45
42,Gajwel,GENERAL,11,Rangannagari Jyothi,FEMALE,47,GENERAL,IPBP,967,0,967,0.42
42,Gajwel,GENERAL,12,Nota,,,,NOTA,827,5,832,0.36
42,Gajwel,GENERAL,13,Racha Subhadra Reddy,FEMALE,73,GENERAL,SP(I),721,0,721,0.31
42,Gajwel,GENERAL,14,Ashok Pothu,MALE,52,GENERAL,MTRSP,643,4,647,0.28
42,Gajwel,GENERAL,15,Navnanandi Limbareddy,MALE,41,GENERAL,IND,553,0,553,0.24
42,Gajwel,GENERAL,16,Vollala Praveen Kumar Rao,MALE,45,GENERAL,sps,508,0,508,0.22
42,Gajwel,GENERAL,17,Pagidipala Rama Raju,MALE,31,GENERAL,YVTRP,491,4,495,0.21
42,Gajwel,GENERAL,18,Ragula Nagaraju,MALE,35,GENERAL,BCYP,474,0,474,0.2
42,Gajwel,GENERAL,19,Dasari Haribabu,MALE,34,SC,IND,319,0,319,0.14
42,Gajwel,GENERAL,20,Dasari Chendramohan,MALE,38,GENERAL,IND,275,0,275,0.12
42,Gajwel,GENERAL,21,Mukkera Krishna,MALE,31,SC,IND,261,1,262,0.11
42,Gajwel,GENERAL,22,Siliveri Indragoud,MALE,36,GENERAL,NNKP,258,1,259,0.11
42,Gajwel,GENERAL,23,Sapavat Suman,MALE,36,ST,IND,237,0,237,0.1
42,Gajwel,GENERAL,24,Ahemad,MALE,34,GENERAL,JSKHP,231,1,232,0.1
42,Gajwel,GENERAL,25,Palleturu Prasad,MALE,33,SC,IND,213,0,213,0.09
42,Gajwel,GENERAL,26,Raju Boggula,MALE,32,SC,IND,206,1,207,0.09
42,Gajwel,GENERAL,27,Bhanuchander Dasari,MALE,28,SC,IND,186,0,186,0.08
42,Gajwel,GENERAL,28,Bakka Sadesh,MALE,36,GENERAL,IND,176,0,176,0.08
42,Gajwel,GENERAL,29,Gaddam Ashok,MALE,32,SC,AINHCP,172,3,175,0.08
42,Gajwel,GENERAL,30,Nelapati Nagaraju,MALE,32,GENERAL,VTRP,160,1,161,0.07
42,Gajwel,GENERAL,31,Karunkar Reddy Adiyala,MALE,46,GENERAL,IND,156,2,158,0.07
42,Gajwel,GENERAL,32,Datrika Santosh,MALE,46,GENERAL,NRCP,143,1,144,0.06
42,Gajwel,GENERAL,33,N. Prasad,MALE,28,SC,BLIP,129,3,132,0.06
42,Gajwel,GENERAL,34,Gaddam Anitha,FEMALE,44,SC,GNASURKP,129,0,129,0.06
42,Gajwel,GENERAL,35,Dubbaka Buggaraju,MALE,45,SC,DHRMSMJP,127,0,127,0.05
42,Gajwel,GENERAL,36,Mekala Saritha Reddy,FEMALE,29,GENERAL,IND,124,0,124,0.05
42,Gajwel,GENERAL,37,Kiran Rathod,MALE,30,SC,IND,114,0,114,0.05
42,Gajwel,GENERAL,38,Loggari Ramesh Patel,MALE,46,GENERAL,IND,107,0,107,0.05
42,Gajwel,GENERAL,39,Gurrapu Ramulu,MALE,61,GENERAL,IND,100,1,101,0.04
42,Gajwel,GENERAL,40,Ranaveni Laxman (rl Rao Gp),MALE,50,GENERAL,IND,94,0,94,0.04
42,Gajwel,GENERAL,41,Gabbula Nagender,MALE,54,GENERAL,IND,79,0,79,0.03
42,Gajwel,GENERAL,42,D. Ellam,MALE,36,SC,IND,77,0,77,0.03
42,Gajwel,GENERAL,43,Jeedipally Srinivas,MALE,32,GENERAL,IND,64,0,64,0.03
42,Gajwel,GENERAL,44,Baddam Srinivas Reddy,MALE,46,GENERAL,IND,50,0,50,0.02
42,Gajwel,GENERAL,45,Mamidi Narayanareddy,MALE,57,GENERAL,IND,39,0,39,0.02
43,Medchal,GENERAL,1,Chamakura Malla Reddy,MALE,70,GENERAL,BRS,185189,828,186017,46.44
43,Medchal,GENERAL,2,Thotakura Vajresh Yadav (jangaiah Yadav),MALE,58,GENERAL,INC,150517,2081,152598,38.1
43,Medchal,GENERAL,3,Yenugu Sudarsan Reddy,MALE,46,GENERAL,BJP,50055,480,50535,12.62
43,Medchal,GENERAL,4,Nota,,,,NOTA,3719,18,3737,0.93
43,Medchal,GENERAL,5,Mallepogu Vijaya Raju,MALE,35,GENERAL,BSP,1864,21,1885,0.47
43,Medchal,GENERAL,6,Gaddam Shyam Prasad,MALE,30,SC,IND,945,1,946,0.24
43,Medchal,GENERAL,7,Ramancharla Srikanth,MALE,37,GENERAL,IND,564,0,564,0.14
43,Medchal,GENERAL,8,Kante Sayanna,MALE,45,GENERAL,IND,515,0,515,0.13
43,Medchal,GENERAL,9,Mitta Narsaiah Goud,MALE,54,GENERAL,IND,464,1,465,0.12
43,Medchal,GENERAL,10,Boin Durga Prasad Yadav,MALE,36,GENERAL,SHP,439,2,441,0.11
43,Medchal,GENERAL,11,K. Penta Chary,MALE,47,GENERAL,IND,400,1,401,0.1
43,Medchal,GENERAL,12,Neetash Chary Masoji,MALE,32,GENERAL,IND,385,0,385,0.1
43,Medchal,GENERAL,13,Sadanandam Gaddam,MALE,49,GENERAL,IND,256,0,256,0.06
43,Medchal,GENERAL,14,R. Raj Kamal Maharaj,MALE,37,SC,DHRMSMJP,236,1,237,0.06
43,Medchal,GENERAL,15,Martin Mudi,MALE,58,SC,MCPI,234,1,235,0.06
43,Medchal,GENERAL,16,Chinthala Ankalamma,FEMALE,42,GENERAL,BHOP,217,0,217,0.05
43,Medchal,GENERAL,17,S Anil Kumar,MALE,33,GENERAL,IND,186,0,186,0.05
43,Medchal,GENERAL,18,Hamid Ul Hak Chaudari,MALE,51,GENERAL,IND,181,0,181,0.05
43,Medchal,GENERAL,19,Jakata Srinivas,MALE,36,SC,RSHTSMNYPP,175,0,175,0.04
43,Medchal,GENERAL,20,Mla Dasanna,MALE,47,GENERAL,TLGNARJYS,151,2,153,0.04
43,Medchal,GENERAL,21,Oruganti Venkateswarlu,MALE,50,GENERAL,BCYP,135,2,137,0.03
43,Medchal,GENERAL,22,Shamaik Sarilla,MALE,27,SC,IND,129,0,129,0.03
43,Medchal,GENERAL,23,Dr. Mohd Muslehuddin,MALE,50,GENERAL,DJHP,121,0,121,0.03
44,Malkajgiri,GENERAL,1,Marri Rajashekar Reddy,MALE,54,GENERAL,BRS,124683,366,125049,47.12
44,Malkajgiri,GENERAL,2,Mynampally Hanumanth Rao,MALE,57,GENERAL,INC,74872,647,75519,28.45
44,Malkajgiri,GENERAL,3,Ramchander Rao N,MALE,64,GENERAL,BJP,55090,337,55427,20.88
44,Malkajgiri,GENERAL,4,Nota,,,,NOTA,2597,11,2608,0.98
44,Malkajgiri,GENERAL,5,Dr. Ratnakar Pandu,MALE,51,GENERAL,BSP,1262,17,1279,0.48
44,Malkajgiri,GENERAL,6,Rajashekar Reddy Veeraiahgari,MALE,31,GENERAL,IND,1161,0,1161,0.44
44,Malkajgiri,GENERAL,7,Ramesh Loggari,MALE,46,GENERAL,PRJVLGUP,699,0,699,0.26
44,Malkajgiri,GENERAL,8,Sagaram Sreedhar,MALE,67,GENERAL,RPPRINAT,474,2,476,0.18
44,Malkajgiri,GENERAL,9,Shaikh Chand Ahmed,MALE,36,GENERAL,AINHCP,361,0,361,0.14
44,Malkajgiri,GENERAL,10,Rathod Dileep Kumar,MALE,45,ST,NRCP,297,0,297,0.11
44,Malkajgiri,GENERAL,11,Kattela Shiva Raju,MALE,27,SC,DHRMSMJP,254,2,256,0.1
44,Malkajgiri,GENERAL,12,K. Padmaja,FEMALE,44,GENERAL,TDDP,197,2,199,0.07
44,Malkajgiri,GENERAL,13,Runjala John Abraham,MALE,27,GENERAL,IPBP,179,0,179,0.07
44,Malkajgiri,GENERAL,14,R. Srinivas,MALE,58,GENERAL,IND,164,0,164,0.06
44,Malkajgiri,GENERAL,15,Satyam Made,MALE,43,ST,IND,160,0,160,0.06
44,Malkajgiri,GENERAL,16,Pitla Mohaan Raj,MALE,50,GENERAL,IND,141,0,141,0.05
44,Malkajgiri,GENERAL,17,Ravikoti Madan Mohan,MALE,84,GENERAL,IND,128,0,128,0.05
44,Malkajgiri,GENERAL,18,Shaik Faiyaz Ahmed,MALE,45,GENERAL,DJHP,127,0,127,0.05
44,Malkajgiri,GENERAL,19,King William,MALE,47,GENERAL,AIFB,95,0,95,0.04
44,Malkajgiri,GENERAL,20,Saudagar Bhikam Praveen,MALE,42,SC,IND,92,0,92,0.03
44,Malkajgiri,GENERAL,21,Kondapaka Kanakaiah,MALE,48,GENERAL,TLGNARJYS,91,1,92,0.03
44,Malkajgiri,GENERAL,22,Aenugula Sai Kiran Reddy,MALE,33,GENERAL,IND,86,0,86,0.03
44,Malkajgiri,GENERAL,23,Jajula Bhaskar,MALE,48,SC,SHP,81,0,81,0.03
44,Malkajgiri,GENERAL,24,Bobbili Ramesh,MALE,44,SC,BHRTSWDCNG,79,0,79,0.03
44,Malkajgiri,GENERAL,25,Pampari Narsimha Narender,MALE,45,GENERAL,RDHP,78,0,78,0.03
44,Malkajgiri,GENERAL,26,Polasa Ravi Kumar,MALE,51,GENERAL,IND,74,1,75,0.03
44,Malkajgiri,GENERAL,27,Padmaja Gaddam,FEMALE,46,SC,PEP,75,0,75,0.03
44,Malkajgiri,GENERAL,28,Chundi Shobhan Babu,MALE,50,GENERAL,TPJRP,71,0,71,0.03
44,Malkajgiri,GENERAL,29,C.n. Sridhar,MALE,48,GENERAL,IND,71,0,71,0.03
44,Malkajgiri,GENERAL,30,Vigneshwer Reddy Peesari,MALE,46,GENERAL,IND,62,0,62,0.02
44,Malkajgiri,GENERAL,31,Ankani Mosha,MALE,44,GENERAL,IND,59,0,59,0.02
44,Malkajgiri,GENERAL,32,Jakkula Narsimulu,MALE,54,GENERAL,PRCP,58,0,58,0.02
44,Malkajgiri,GENERAL,33,Pasunoori Sandeep Reddy,MALE,40,GENERAL,IND,57,0,57,0.02
44,Malkajgiri,GENERAL,34,Malotu Shankar,MALE,60,GENERAL,IND,50,0,50,0.02
45,Quthbullapur,GENERAL,1,K.p. Vivekanand,MALE,46,GENERAL,BRS,187327,672,187999,46.8
45,Quthbullapur,GENERAL,2,Kuna Srisailam Goud,MALE,57,GENERAL,BJP,101927,496,102423,25.5
45,Quthbullapur,GENERAL,3,Kolan Hanmanth Reddy,MALE,58,GENERAL,INC,100884,670,101554,25.28
45,Quthbullapur,GENERAL,4,Nota,,,,NOTA,4073,6,4079,1.02
45,Quthbullapur,GENERAL,5,Mohammed Ahmed Lamra,MALE,48,GENERAL,BSP,1751,8,1759,0.44
45,Quthbullapur,GENERAL,6,Mekala Karthik Yadav,MALE,35,GENERAL,sps,745,1,746,0.19
45,Quthbullapur,GENERAL,7,Sai Kumar Panthula,MALE,33,GENERAL,IND,598,5,603,0.15
45,Quthbullapur,GENERAL,8,Bagili Srinivas Reddy,MALE,40,GENERAL,IND,501,1,502,0.12
45,Quthbullapur,GENERAL,9,Muthyapaga Shiva Kumar,MALE,28,SC,IND,430,5,435,0.11
45,Quthbullapur,GENERAL,10,D. Durga Rao,MALE,36,GENERAL,IND,298,1,299,0.07
45,Quthbullapur,GENERAL,11,Mohammed Mahisan,MALE,54,GENERAL,IND,275,4,279,0.07
45,Quthbullapur,GENERAL,12,Thota Suvarna,FEMALE,44,SC,IPBP,256,0,256,0.06
45,Quthbullapur,GENERAL,13,Choudhary Gari Swatika,FEMALE,38,GENERAL,VTRP,244,3,247,0.06
45,Quthbullapur,GENERAL,14,Ravindar,MALE,55,GENERAL,MCPI,190,9,199,0.05
45,Quthbullapur,GENERAL,15,Mohammed Wajid,MALE,43,GENERAL,NRCP,148,2,150,0.04
45,Quthbullapur,GENERAL,16,Dhontula Ramesh Mudiraj,MALE,34,GENERAL,AIFB,136,1,137,0.03
46,Kukatpalle,GENERAL,1,Madhavaram Krishna Rao,MALE,57,GENERAL,BRS,135276,359,135635,54.08
46,Kukatpalle,GENERAL,2,Bandi Ramesh,MALE,60,GENERAL,INC,64871,377,65248,26.02
46,Kukatpalle,GENERAL,3,Mummareddy Prema Kumar,MALE,57,GENERAL,JnP,39711,119,39830,15.88
46,Kukatpalle,GENERAL,4,Nota,,,,NOTA,2446,12,2458,0.98
46,Kukatpalle,GENERAL,5,Bashetty Narsing Rao,MALE,58,GENERAL,IND,1769,0,1769,0.71
46,Kukatpalle,GENERAL,6,Bandarigalla Sanjeeva Rao,MALE,52,SC,BSP,1371,11,1382,0.55
46,Kukatpalle,GENERAL,7,Madala Prasad,MALE,37,GENERAL,JJSP,762,0,762,0.3
46,Kukatpalle,GENERAL,8,Chukka Srinivas Rao,MALE,49,GENERAL,IND,344,0,344,0.14
46,Kukatpalle,GENERAL,9,C. Chandra Sekhar,MALE,43,GENERAL,IND,321,0,321,0.13
46,Kukatpalle,GENERAL,10,Seshamatam Naveen Kumar,MALE,39,GENERAL,TLGNARJYS,317,1,318,0.13
46,Kukatpalle,GENERAL,11,Ch.thirupathi,MALE,39,SC,MCPI,291,0,291,0.12
46,Kukatpalle,GENERAL,12,Chalika Parvathi,FEMALE,36,GENERAL,IND,290,0,290,0.12
46,Kukatpalle,GENERAL,13,Thoomu Yella Rao,MALE,58,GENERAL,IND,268,0,268,0.11
46,Kukatpalle,GENERAL,14,Sudhakar Mende Yadav,MALE,49,GENERAL,IND,229,1,230,0.09
46,Kukatpalle,GENERAL,15,Alyana Dilleshwari,FEMALE,30,GENERAL,IND,225,0,225,0.09
46,Kukatpalle,GENERAL,16,Sandra Sunil Kumar,MALE,37,GENERAL,DHRMSMJP,189,3,192,0.08
46,Kukatpalle,GENERAL,17,Pawan Kalyan,MALE,32,GENERAL,IND,189,0,189,0.08
46,Kukatpalle,GENERAL,18,Varada Raju Kola,MALE,49,GENERAL,IND,177,0,177,0.07
46,Kukatpalle,GENERAL,19,Satish Chary,MALE,38,GENERAL,IND,148,1,149,0.06
46,Kukatpalle,GENERAL,20,Muttaiah Jerripothula,MALE,35,SC,IND,141,1,142,0.06
46,Kukatpalle,GENERAL,21,Maamilla Anand,MALE,47,GENERAL,IPBP,140,0,140,0.06
46,Kukatpalle,GENERAL,22,Bhakthavatsalam,MALE,69,GENERAL,LJD,134,0,134,0.05
46,Kukatpalle,GENERAL,23,Bhoj Raj Koyalkar,MALE,50,GENERAL,SHP,123,0,123,0.05
46,Kukatpalle,GENERAL,24,Achyuthanand,MALE,26,GENERAL,PEP,91,0,91,0.04
46,Kukatpalle,GENERAL,25,Venkata Bala Krishna Arekapudi,MALE,55,GENERAL,IND,86,0,86,0.03
47,Uppal,GENERAL,1,Bandari Lakshma Reddy,MALE,56,GENERAL,BRS,132433,496,132929,48.33
47,Uppal,GENERAL,2,Parameshwar Reddy Mandumula,MALE,45,GENERAL,INC,83004,896,83900,30.5
